NP_001254479	NP_001372637
NP_001357232	NP_081721
NP_001035546	NP_666114
XP_011536470	XP_036015347
NP_653265	NP_789806
NP_004263	XP_036013945
NP_005054	NP_077770
NP_689657	NP_084156
NP_002711	NP_001347393
NP_001012361	NP_076086
XP_011527772	NP_001001492
NP_036314	NP_071773
NP_002703	NP_075689
NP_003746	NP_058572
XP_016858048	NP_001034137
XP_011519621	XP_006500411
NP_115699	XP_006502188
XP_016885370	NP_033479
NP_149061	NP_659064
NP_001036013	NP_001272869
NP_974199	XP_030099599
NP_001340273	NP_001028954
NP_004424	NP_001156603
XP_011511595	NP_001103976
XP_024305070	NP_780325
XP_024305942	XP_036010057
NP_001208	XP_006540651
XP_011536945	NP_082404
NP_612453	NP_808383
NP_113611	NP_075773
NP_001138778	NP_034003
NP_958815	NP_082466
NP_055209	NP_001346831
NP_065760	NP_001093106
XP_016866265	NP_001030057
NP_219494	XP_036013225
NP_064552	NP_694719
NP_665857	NP_598440
NP_113610	NP_951010
NP_001073594	XP_006495697
NP_000164	NP_034456
NP_848018	XP_011244304
NP_001138489	NP_758462
NP_005909	NP_032643
NP_002236	NP_032456
NP_006069	NP_031609
NP_061848	NP_065609
NP_001361799	NP_080916
XP_016872416	XP_017171927
XP_016857598	XP_006502953
NP_056418	XP_011248862
NP_076952	NP_083070
XP_006723078	XP_006540161
NP_055020	NP_038887
NP_004121	NP_001342190
NP_060223	XP_036020066
NP_001124171	XP_011241382
NP_001186699	NP_035153
NP_001356371	XP_006496249
NP_002755	NP_067438
NP_060910	NP_001181960
NP_001278878	NP_031440
XP_016875894	XP_036014569
NP_055179	NP_001277560
NP_060085	NP_001156327
NP_001077382	NP_001171283
NP_006746	NP_035658
XP_005273592	NP_035260
XP_016870044	XP_006537872
NP_060889	NP_033262
NP_001099044	XP_030098014
NP_005756	NP_081715
NP_001276675	NP_001276655
NP_703143	NP_775586
NP_078804	NP_080213
XP_016861999	XP_030111246
XP_024307329	NP_001028342
NP_008846	NP_001277572
NP_115497	NP_001363931
NP_065115	XP_036021341
NP_001116827	NP_077171
NP_001417	NP_034263
NP_036312	NP_056606
NP_001349898	XP_006530149
NP_570722	NP_080590
NP_001138536	NP_109644
NP_149116	NP_081848
NP_001277008	NP_035450
XP_016885053	NP_035071
NP_001073868	XP_011243790
NP_001338590	XP_006500309
NP_115553	NP_064380
NP_000264	NP_035081
NP_536356	NP_082789
NP_065700	NP_038954
NP_005251	XP_030101430
NP_000045	NP_062277
NP_002843	NP_033013
NP_116221	NP_001366080
NP_067037	NP_598483
NP_001135919	NP_598451
NP_001073909	NP_001018041
NP_112599	NP_570963
XP_016873091	NP_001343447
NP_004614	XP_006503471
NP_115940	XP_006513139
NP_003657	NP_079781
NP_003871	XP_030100987
NP_001334790	NP_001157831
NP_009106	NP_001351406
NP_003605	NP_056553
NP_001135777	XP_006507906
XP_011539879	NP_062755
NP_006457	NP_084039
NP_001334985	NP_034041
XP_006717360	NP_001153878
XP_024309490	NP_058549
XP_011510384	NP_034896
NP_056330	NP_203537
NP_001096032	NP_808265
NP_055991	NP_780336
NP_031376	NP_033370
NP_001357272	NP_776098
XP_011520022	NP_083024
XP_016863975	NP_001344144
NP_714924	NP_001156642
NP_066999	NP_067306
NP_689626	NP_083950
NP_001575	NP_001137155
NP_689920	NP_780403
NP_003840	NP_063932
XP_016875257	NP_001019639
NP_001471	NP_032108
NP_057103	XP_036021821
NP_071933	NP_080678
XP_016883523	NP_035627
XP_011543294	NP_001001320
NP_001107000	XP_006500442
NP_001003677	NP_780332
XP_006717383	XP_006497901
NP_077311	NP_071873
NP_689579	NP_001028211
NP_958861	NP_666209
XP_016875069	NP_083526
NP_060859	NP_997597
NP_079163	XP_030109584
NP_008976	XP_030105984
NP_002220	NP_032442
NP_001230806	XP_030101781
NP_060037	NP_001334244
NP_115485	NP_035151
NP_001350105	NP_082373
NP_000021	NP_057911
XP_005262816	NP_083845
XP_005257847	NP_001074403
NP_003095	NP_666238
NP_001353474	XP_011239871
XP_016882814	NP_077752
NP_001258804	NP_001165570
NP_005171	XP_036013664
NP_057510	NP_001162143
NP_689560	XP_036013026
XP_006724746	NP_808588
NP_001303991	NP_081708
NP_001010874	NP_722496
XP_024309867	XP_006502829
NP_002505	NP_035060
NP_065711	NP_034420
NP_001008495	NP_852066
XP_024305236	NP_001020776
NP_775929	NP_001340918
NP_006824	NP_036132
NP_066969	NP_001034643
NP_056147	NP_776109
NP_001307707	NP_001365857
NP_001487	NP_034410
NP_005513	NP_034579
XP_016877786	XP_030100269
NP_659486	NP_077795
NP_079341	XP_036019195
XP_024307542	NP_064412
NP_659457	NP_083224
XP_006722335	XP_006532815
NP_060347	NP_783606
NP_001304872	NP_619594
XP_005248439	NP_082462
NP_115708	NP_080675
NP_116107	NP_766087
NP_001339010	NP_080187
NP_112477	NP_001160097
NP_064618	XP_006534003
XP_005255730	XP_006525228
XP_024309754	NP_663575
NP_001707	NP_031577
NP_001027466	NP_033906
NP_056492	NP_038737
NP_001012772	NP_766089
NP_006561	NP_848463
NP_060193	NP_666227
NP_001357271	NP_001093930
XP_011530170	NP_001074562
NP_061909	NP_776092
NP_006530	NP_062303
NP_066277	NP_796073
NP_112168	XP_006507287
NP_002892	NP_033063
XP_011508972	NP_082227
NP_008909	NP_079801
NP_001274319	XP_006498378
NP_060831	NP_081068
NP_055854	NP_780669
NP_057354	NP_032478
NP_689947	NP_001366007
NP_733832	NP_001230677
NP_001074421	NP_033564
XP_011538046	XP_006526978
NP_001107657	NP_001293134
NP_689761	NP_001357855
XP_006711635	NP_001032247
NP_000614	XP_036013065
NP_001269239	NP_694715
NP_001013728	NP_080150
NP_001308564	NP_663444
NP_001505	NP_663521
NP_078926	XP_011246936
XP_006724222	XP_036016070
NP_112227	NP_036158
NP_006159	NP_659204
NP_057696	NP_080607
XP_016878480	XP_006508092
NP_001230115	NP_032868
NP_073591	XP_006516912
NP_001027025	XP_011237947
XP_016877576	NP_058659
NP_001305466	XP_006519079
XP_006716098	XP_036021136
NP_689830	NP_081631
NP_149059	XP_006540593
NP_110387	NP_444420
NP_001230575	NP_081629
XP_005254223	XP_006511614
NP_003006	NP_061250
NP_001001711	NP_082218
NP_001161952	NP_001009575
NP_478129	XP_006526965
NP_005006	NP_081212
NP_008955	NP_062678
NP_001120654	NP_001347592
NP_079510	NP_075680
XP_005268185	NP_001032845
XP_011543498	XP_006527475
NP_612396	NP_787949
NP_000646	XP_030108191
NP_689599	XP_030111230
XP_016866688	XP_006516679
NP_001332835	XP_006522573
NP_001317147	XP_011236801
NP_001352717	NP_766168
XP_016855735	XP_011238360
XP_005256034	NP_062669
XP_006710667	XP_006503270
NP_473452	NP_766615
NP_778237	NP_001010828
XP_024308770	XP_006525784
NP_060670	XP_036011088
NP_058431	NP_598417
XP_024305266	XP_011242457
XP_006711593	NP_808272
XP_011530700	NP_031661
NP_201567	XP_006526779
NP_001136358	NP_001028335
NP_001182457	NP_001182458
NP_000013	NP_031424
NP_060289	NP_083368
NP_996801	NP_081575
NP_002267	NP_032497
NP_036476	NP_032773
NP_005650	NP_035802
XP_005247639	NP_001005767
XP_006719244	NP_084435
XP_011533199	NP_001297584
NP_001229631	NP_808263
NP_115942	XP_017173946
XP_011541893	NP_001347846
NP_001281074	NP_001103615
NP_057725	NP_062526
NP_071935	NP_001272729
NP_079218	XP_011240190
NP_004403	NP_034197
NP_002496	NP_001104302
NP_001032394	NP_001292380
XP_011540088	NP_001092769
XP_011520534	NP_036113
NP_000315	NP_035399
NP_001192	NP_001297606
NP_057033	NP_080545
NP_006532	NP_075629
NP_077285	NP_620703
NP_056180	NP_062369
NP_004464	NP_899121
NP_001165910	NP_032928
NP_001002010	NP_080280
NP_001011551	NP_067525
NP_001632	NP_033817
NP_000946	XP_006530834
NP_060901	NP_084037
NP_061188	XP_006505270
NP_001372054	NP_031564
NP_001373389	NP_032897
NP_001289927	XP_011244435
NP_114417	NP_033461
NP_055984	NP_067486
NP_001107039	NP_942561
XP_016876842	NP_659083
NP_003003	XP_011240430
NP_004221	XP_006510082
NP_004690	XP_036017663
NP_008966	NP_032464
NP_002336	NP_032550
NP_000346	NP_001123930
XP_024305395	NP_077167
XP_016885122	XP_006541499
NP_002895	NP_001039328
XP_011523684	XP_006532166
NP_859076	NP_766155
NP_055321	NP_598434
NP_001258629	NP_080008
NP_000117	NP_663590
NP_001257348	NP_082278
XP_011514295	XP_030111287
XP_016884924	NP_034040
XP_011512636	XP_030103208
XP_011519255	NP_038558
XP_016856786	NP_032560
NP_055083	NP_694698
NP_061891	NP_001229352
NP_000437	NP_035264
NP_001165763	NP_766112
NP_001258614	XP_006501488
NP_000104	NP_659133
NP_001163	NP_033835
NP_001161850	XP_011241021
NP_001373752	XP_006498570
NP_116245	NP_082302
NP_001243481	XP_006511548
NP_777567	NP_891984
NP_061889	NP_083669
XP_024302587	NP_082130
XP_006721628	NP_001156783
NP_005098	NP_766044
NP_000316	NP_001035967
NP_001127922	NP_808403
NP_000466	NP_031456
NP_073745	NP_680085
NP_001291490	NP_524574
NP_001009606	NP_001012402
NP_001182207	NP_001347907
NP_005796	NP_067501
NP_004463	NP_032268
XP_011538650	NP_080126
XP_024304530	XP_006500162
NP_061883	NP_075745
NP_002589	NP_032825
NP_001294881	XP_036009276
NP_003848	NP_034384
XP_011515961	XP_030105884
XP_011510254	NP_001229359
NP_055022	NP_031676
XP_011508019	NP_080140
XP_016882736	XP_030098468
NP_061036	NP_848806
NP_001372125	XP_006525172
NP_001291762	NP_079947
XP_005245655	XP_006496802
XP_005263169	XP_036019199
NP_001136117	NP_001136119
XP_024303241	NP_001289397
XP_024305778	NP_075974
NP_940942	NP_001031817
NP_005198	NP_031790
NP_001028252	NP_001007267
NP_778227	NP_001010831
NP_001317422	XP_006503097
NP_036545	NP_081731
NP_001376397	NP_031902
NP_005452	NP_034788
XP_005270807	NP_032146
XP_016859322	NP_001020552
NP_071443	NP_783578
NP_000514	NP_032301
NP_660328	NP_032725
NP_038470	NP_075720
NP_001009941	NP_796242
NP_059985	XP_006511523
XP_016872464	NP_899032
XP_006721303	XP_030099677
NP_000498	NP_062268
NP_056347	NP_848717
NP_001309740	NP_848867
NP_003899	NP_080306
XP_016879148	NP_666359
NP_001164045	XP_006527999
NP_079348	NP_598544
NP_542388	NP_067359
XP_011540530	XP_006538567
NP_003766	NP_034232
XP_005272541	NP_065606
XP_016883152	NP_955007
NP_067038	NP_001278063
XP_016855834	NP_067618
NP_001020537	NP_001020421
NP_000016	NP_038490
NP_009151	NP_851832
NP_001028744	NP_079551
NP_055440	NP_569723
NP_001012303	NP_080736
NP_149098	NP_694756
NP_064448	XP_030107745
NP_000033	NP_038503
XP_024307388	NP_001341974
XP_024307452	NP_035810
NP_004488	NP_032286
XP_006713863	XP_011244279
NP_001372530	NP_080554
NP_653284	NP_899109
NP_056139	NP_598712
NP_963883	NP_919331
NP_001193858	NP_031451
NP_919225	NP_775559
XP_011511622	XP_030104935
NP_003155	XP_030106860
XP_006717946	NP_598507
NP_001371656	NP_031824
NP_872578	NP_076003
XP_011529425	NP_083628
XP_011515098	NP_034288
NP_001287771	NP_084012
NP_001001524	NP_001280724
NP_006723	NP_032062
NP_005808	NP_080112
XP_011530586	XP_006501624
NP_003678	NP_062290
NP_060423	NP_001074563
NP_001116836	XP_006512828
NP_940972	NP_796007
NP_079512	NP_001093102
NP_037451	NP_082149
NP_114115	XP_006500142
NP_775479	XP_036015179
XP_016860519	XP_036010334
NP_004842	NP_032463
NP_387510	XP_006524778
NP_859054	NP_001258557
NP_003097	NP_035573
NP_604391	XP_017169569
NP_056651	NP_081738
NP_001139020	XP_011246559
XP_011527998	XP_006513479
XP_011518672	XP_030098808
NP_005633	NP_786964
XP_016869707	NP_080839
XP_016859384	XP_006496193
NP_001288246	NP_035786
NP_852100	NP_001191063
NP_001378902	XP_006506357
NP_071354	XP_006509814
NP_055294	NP_067450
NP_001304324	NP_001153413
NP_001287864	XP_036010940
XP_016856662	NP_081107
XP_016873906	NP_663584
XP_016877809	NP_663350
NP_001003828	NP_573395
NP_000387	NP_031828
NP_001278295	XP_006539275
NP_808219	NP_109626
NP_065733	NP_065602
NP_057641	XP_006511798
NP_620133	NP_080320
NP_001092304	NP_056554
XP_011529178	NP_808414
NP_002803	NP_080821
NP_004926	NP_031694
XP_005256246	NP_780394
NP_001454	NP_035486
NP_001284689	NP_780652
NP_001291972	NP_083841
NP_003958	NP_001009574
XP_011510977	XP_006522298
NP_775746	XP_011240050
NP_004648	NP_620080
XP_011525161	NP_001311464
NP_710162	NP_780703
XP_016881920	XP_006509847
XP_011536307	NP_034148
NP_005279	NP_001345984
NP_001120655	XP_011236724
XP_011528136	NP_034189
NP_644812	NP_796216
XP_024306564	XP_006534097
XP_011508482	NP_848811
NP_060536	NP_598645
NP_001152794	XP_006539868
NP_619731	XP_006524697
NP_689603	NP_080792
NP_001091985	NP_663354
NP_003667	NP_031879
XP_016882077	NP_067372
NP_003004	NP_033170
NP_963849	NP_034342
NP_001012992	NP_001104612
NP_002088	NP_079928
NP_001668	NP_033851
NP_001193545	XP_006498758
NP_003170	NP_033331
NP_073563	NP_683743
NP_001304160	NP_001304170
NP_859529	NP_861413
NP_002417	NP_032631
NP_001013641	NP_796325
NP_077025	NP_081369
NP_060749	NP_001346399
NP_004085	NP_080390
XP_011509802	XP_036010058
NP_001153880	NP_035787
NP_001137544	NP_081137
NP_004769	XP_006526758
XP_011523740	NP_034001
XP_016872802	XP_006527174
NP_115876	NP_083966
XP_011541084	NP_598493
NP_149416	NP_075993
NP_003099	NP_033260
NP_001108104	NP_001108109
NP_002026	NP_081810
XP_005271760	XP_030100469
NP_001026897	NP_080699
NP_009139	NP_444389
XP_005253103	XP_006536238
NP_787081	NP_067402
NP_073582	NP_851383
NP_055151	XP_006532060
NP_004993	NP_079634
NP_005903	NP_058673
NP_689953	NP_663542
NP_001161067	NP_032563
XP_005254215	NP_081410
XP_011544085	NP_766335
NP_001108206	XP_011238271
NP_001032755	NP_082298
NP_001337165	NP_081306
NP_631905	NP_780665
NP_919270	NP_666061
NP_055288	NP_079723
NP_055027	NP_001020013
NP_653200	NP_705806
XP_006714515	XP_036015211
NP_001309786	XP_006539293
NP_002621	NP_080249
XP_006720472	NP_083130
NP_006047	NP_001306156
NP_056512	NP_082254
NP_005404	XP_017172856
NP_002219	NP_034721
XP_006711430	NP_062508
NP_076917	XP_006535694
XP_024303996	NP_852682
NP_997217	NP_001075141
NP_001356848	XP_006522501
XP_011524754	NP_997095
NP_005075	NP_038765
NP_075526	NP_075961
XP_011518273	XP_011249099
XP_011523039	NP_001346503
NP_057686	NP_031747
XP_005248684	NP_075732
NP_001397	XP_006532223
NP_002475	NP_036085
NP_066272	NP_058557
NP_006627	XP_011239547
NP_001129978	XP_011245547
NP_037371	NP_001156887
XP_006717197	XP_011245530
XP_016875724	NP_001297641
XP_005266835	NP_082247
NP_003704	NP_542122
NP_116256	NP_081863
XP_016868494	NP_081398
NP_001273928	NP_001276476
NP_001873	NP_940800
NP_004243	NP_036160
NP_005689	NP_001296838
NP_057038	NP_766321
NP_055270	NP_080682
NP_000947	NP_032990
NP_004047	NP_031618
NP_004550	XP_006502996
NP_001135815	XP_036020688
NP_001009184	XP_006521313
XP_006720324	XP_006516264
NP_001305406	NP_001162013
XP_011517136	NP_001349662
XP_011529873	NP_001129561
NP_001041695	XP_006529142
NP_003441	NP_001074686
NP_001005210	XP_006499531
NP_009016	NP_032073
NP_005163	NP_031526
NP_003214	NP_112459
NP_940936	XP_006508984
NP_851565	XP_006508160
NP_001092285	NP_899087
NP_005272	NP_032180
NP_001129474	NP_795987
NP_003745	NP_079620
NP_001264900	NP_083313
XP_011538927	XP_011238422
NP_116145	NP_666368
NP_057104	NP_666186
NP_036359	NP_660129
XP_016870818	NP_081172
XP_006721695	NP_058032
NP_660348	NP_001078966
NP_536721	NP_032119
NP_003773	NP_062293
XP_016885003	XP_011246060
NP_000223	NP_036020
NP_005722	NP_083987
NP_000318	NP_033099
XP_011539126	XP_017175793
NP_067680	NP_084479
XP_006718380	NP_001033713
NP_001092315	NP_038501
XP_011527714	XP_006499204
XP_011539114	NP_001033005
NP_001353127	NP_035589
NP_002644	NP_035227
NP_003361	NP_033525
NP_001186600	NP_908942
NP_001006611	XP_006530847
NP_004381	NP_031827
NP_002692	NP_038661
NP_068773	NP_058671
NP_001291362	XP_036010347
NP_001313340	XP_036021116
NP_954993	NP_001277231
NP_002556	XP_006528241
NP_001269115	NP_067451
NP_005949	NP_032665
NP_066952	NP_080714
XP_005261372	NP_065253
XP_016870146	NP_034860
NP_542452	NP_083297
NP_001669	NP_038201
XP_011530712	NP_001157036
NP_919442	NP_653111
NP_001094896	XP_011242209
NP_115633	NP_001014900
NP_954713	NP_780704
XP_011524350	XP_006525888
XP_011543704	NP_001034746
XP_006710541	XP_006503142
NP_001087199	NP_001075127
NP_000066	NP_034000
NP_001777	NP_031685
NP_001121082	NP_031545
NP_001302430	XP_006508574
NP_001008910	XP_006496524
NP_001336864	XP_030109864
NP_001138500	NP_083153
NP_778230	NP_080085
NP_444505	NP_031501
NP_006647	NP_057929
XP_016877453	XP_011238139
NP_001340177	XP_030104328
NP_001143	NP_031477
XP_011531241	NP_080199
NP_775762	NP_082461
NP_056238	NP_080552
NP_612122	NP_599014
XP_011518554	NP_033049
XP_016865540	NP_001343406
NP_036412	NP_598752
NP_001037850	NP_001348342
XP_016884709	XP_006528733
NP_005852	NP_062693
NP_004022	NP_058546
NP_543149	NP_001300666
NP_110407	NP_765990
NP_001307752	XP_030111514
NP_000931	NP_766594
NP_057623	NP_853617
NP_060383	NP_080226
NP_004396	NP_034184
NP_112226	XP_036017041
XP_011508091	NP_001159440
XP_005273055	XP_006497223
NP_001207	NP_647466
NP_067014	NP_001316419
NP_001353	NP_742117
NP_001356293	NP_083283
NP_689650	NP_001075219
NP_068741	NP_001157291
XP_005249045	XP_006524443
NP_001357372	NP_694732
NP_001333152	XP_006520543
NP_078976	NP_780455
NP_001290430	NP_031751
NP_002494	NP_035038
NP_005617	NP_001356239
NP_000378	NP_065266
NP_612422	NP_080428
NP_006773	NP_077193
NP_061914	NP_780583
XP_016876140	NP_001157627
NP_001070736	XP_006500266
NP_001020402	NP_082905
NP_005389	NP_058550
NP_112556	NP_001041526
XP_006722405	XP_011245211
NP_004045	NP_033909
XP_024303560	NP_444426
NP_002802	NP_034947
NP_065956	NP_076186
NP_110401	NP_570936
NP_001311033	XP_006528923
NP_073742	NP_859421
NP_036391	NP_038932
NP_006866	NP_613072
NP_000706	XP_006529585
NP_001077	NP_075872
NP_001315537	NP_081023
NP_000528	NP_112469
NP_079474	XP_030101190
NP_115996	NP_663340
NP_001275655	NP_076365
NP_872375	NP_079914
NP_001015055	XP_006505868
XP_011526371	XP_006510008
NP_694578	XP_036020874
NP_001007525	NP_032004
NP_058626	NP_081235
NP_663630	NP_032131
NP_078820	XP_036020280
NP_001248370	NP_001156986
NP_001229757	XP_030100414
XP_024302721	NP_766129
NP_001333840	XP_011244823
NP_054892	NP_080912
NP_001349725	NP_001361672
NP_001316806	XP_036008571
XP_024306762	NP_077173
NP_660275	NP_663557
NP_001267	NP_031721
NP_620169	XP_036015516
XP_016873200	NP_001011527
NP_001209	XP_006511611
NP_055166	NP_038901
NP_001335842	NP_758460
NP_001352425	NP_001318049
XP_016873044	NP_001347186
NP_000397	NP_034453
NP_060321	NP_803411
NP_067015	NP_032299
XP_005256153	NP_001345863
NP_001273677	XP_006517665
NP_115691	NP_081736
NP_068374	NP_001273410
NP_001171668	NP_001240817
NP_001164645	NP_034117
XP_016857676	XP_006502972
NP_001269947	NP_062606
NP_113667	NP_032408
NP_001142	NP_031476
NP_598010	NP_031859
NP_001159867	XP_006531107
NP_001271455	NP_035626
XP_024302057	NP_001303685
NP_001073870	XP_006539883
XP_016872371	NP_001028431
XP_011522795	NP_001349866
NP_542780	NP_742122
XP_011514111	XP_006535841
XP_011517360	XP_036013992
NP_005130	XP_036020637
NP_055067	NP_851842
NP_000570	NP_034047
NP_001294852	NP_766440
XP_011536973	NP_001116138
NP_004916	NP_057898
NP_001357025	XP_006540202
NP_001010893	NP_001010834
NP_003775	NP_081824
NP_000951	NP_032993
NP_061331	XP_006503654
NP_115508	NP_001276461
NP_001011713	XP_006519605
NP_001309022	NP_001348868
NP_006636	NP_001347389
NP_110389	NP_077789
NP_002182	NP_034694
NP_775745	NP_035076
NP_065390	NP_035037
NP_004470	XP_011237324
NP_001012520	NP_079895
NP_001035830	NP_080230
NP_009195	NP_031438
NP_005134	NP_059066
NP_734464	NP_777276
NP_001291217	NP_035159
NP_001103824	NP_035906
NP_001009894	XP_036011864
NP_001005486	NP_666431
NP_071355	NP_849256
NP_000040	XP_006532074
NP_877434	NP_001164114
NP_037470	NP_079718
NP_006127	NP_031630
NP_689643	NP_667304
NP_077748	NP_038859
NP_777571	NP_001156398
NP_057327	NP_082333
NP_001008695	XP_006522574
NP_001129166	NP_001185927
NP_001018119	XP_036017982
XP_011540575	NP_056548
NP_001004434	NP_001034766
NP_057105	NP_062532
NP_036577	XP_006503685
NP_073625	NP_001343939
NP_005514	NP_034580
NP_150093	NP_035351
XP_005266501	NP_080453
NP_005079	XP_036018045
NP_689976	NP_808527
NP_004984	NP_083981
XP_016875895	XP_011240338
XP_011512074	NP_001128644
XP_016866792	NP_001366011
XP_011528170	NP_001357929
NP_001264137	XP_036008888
NP_005270	NP_001343974
XP_016877949	NP_001344379
NP_001374957	XP_006527556
NP_060316	NP_082201
NP_001011663	NP_001347561
NP_001137450	XP_011249276
NP_002552	NP_001363911
XP_016857829	NP_001156005
NP_001507	NP_852075
NP_689885	NP_666044
NP_001350747	NP_001156417
NP_001062	NP_067263
NP_001005174	NP_667307
NP_001296373	NP_033268
NP_112490	NP_663396
XP_006719604	NP_062685
NP_001549	NP_032374
XP_016882159	NP_001007571
NP_006349	NP_035529
NP_981947	NP_081084
NP_631906	XP_006509183
NP_057290	NP_001355689
NP_776250	NP_766404
NP_008874	NP_035568
NP_001310829	NP_001094958
NP_997293	NP_995316
NP_037438	XP_006531894
NP_036438	XP_006521512
NP_937770	NP_808534
NP_057567	NP_082225
NP_003642	NP_620817
NP_001145	NP_033803
NP_001317329	XP_006506879
XP_016880202	XP_036012737
XP_016858797	NP_081367
NP_001263302	NP_033506
NP_001340367	NP_001193950
NP_001011720	XP_006495610
NP_201585	NP_031631
NP_001026918	XP_030104725
NP_001374214	NP_001153402
XP_005264157	XP_006523994
NP_001358407	XP_017170874
NP_758953	NP_001156575
NP_001094284	NP_001028443
NP_031372	NP_113550
NP_000182	NP_032280
NP_001308207	NP_950198
NP_001269126	NP_001277634
XP_024307558	NP_598879
NP_001258887	XP_006501623
NP_001157741	NP_035364
NP_005850	XP_011245162
NP_000537	XP_030101782
XP_005245272	NP_036179
NP_219487	NP_001028709
NP_003818	NP_080174
XP_011510374	XP_006496416
NP_000960	NP_058676
XP_006716189	NP_001036135
NP_001619	NP_033788
NP_001106175	NP_033527
XP_011538239	NP_032945
NP_009171	NP_075662
XP_011539163	XP_036020344
NP_001538	NP_001342191
XP_005247472	NP_444406
NP_001091107	NP_001258922
NP_116184	NP_082316
XP_016867697	NP_001334460
NP_775796	NP_001369348
XP_016866762	XP_036013726
XP_011531289	XP_006523926
NP_001258563	NP_067358
NP_001286	NP_034042
NP_001267473	NP_001254554
NP_071413	NP_079949
NP_001358586	NP_083362
NP_001138585	NP_081027
NP_077270	NP_001028451
NP_005284	NP_775541
NP_001265874	XP_006519320
XP_005269277	NP_082291
NP_057569	NP_079694
NP_001278753	NP_001276371
NP_055284	NP_083936
NP_996667	NP_001103801
NP_065228	NP_001342427
XP_016855969	NP_899005
NP_114148	NP_080142
NP_115899	NP_444347
XP_011528800	NP_035158
XP_005245849	NP_001364018
NP_203745	XP_011237401
NP_060848	NP_056636
NP_001073336	NP_001156773
NP_057542	NP_067530
NP_079034	NP_001365791
NP_002189	NP_032416
NP_002333	NP_034866
NP_940891	XP_006510535
NP_004744	NP_035433
NP_775816	NP_001359261
NP_000018	NP_001005847
NP_002422	NP_032638
XP_011526654	NP_001002842
NP_058214	NP_035087
NP_775738	NP_001025185
NP_001293101	XP_030108487
NP_612423	XP_017167854
NP_003687	NP_035113
NP_059132	XP_036015294
NP_004253	NP_663536
NP_001172035	NP_001127952
NP_060352	NP_001028347
NP_001274684	NP_001177663
XP_024305482	NP_291081
NP_001185625	NP_722474
XP_005268405	NP_036067
NP_061126	NP_084151
NP_004840	NP_444299
NP_002446	NP_001344296
NP_150285	NP_032265
NP_931045	NP_919316
NP_001289979	XP_030109882
NP_061124	NP_001192325
NP_006266	NP_080775
XP_005263977	NP_001028307
NP_005181	NP_058026
NP_003303	NP_033463
XP_016860473	NP_663499
NP_060479	NP_663366
NP_001171712	NP_035825
XP_016863516	NP_080248
XP_024307057	NP_058072
NP_006407	XP_006537954
NP_001258766	NP_036122
XP_005259091	XP_006540444
NP_112581	NP_848473
XP_016884296	NP_001274109
NP_001231367	NP_031508
NP_001308750	XP_030102481
XP_011538931	NP_001292207
NP_061833	NP_034451
NP_001186700	XP_006513448
XP_011524600	XP_006540196
NP_001193602	XP_030102346
NP_001307494	XP_006531378
NP_001004052	NP_667272
XP_011514057	NP_001361645
NP_001005466	NP_666642
NP_001166135	NP_631893
NP_115943	NP_780729
XP_024307017	XP_030106398
XP_005262262	NP_808260
NP_065133	XP_006506403
NP_775776	XP_017173356
NP_001307603	NP_001361679
XP_005257326	XP_006533067
NP_001004730	NP_667226
NP_002412	NP_114395
NP_110392	XP_011246501
XP_016867282	NP_080725
NP_071441	NP_071297
NP_037460	NP_598466
NP_001311267	XP_006500238
NP_001056	NP_035739
NP_149972	NP_780558
XP_016855540	NP_062362
NP_057377	NP_001257466
NP_776185	NP_080549
NP_060851	NP_783618
NP_079382	NP_083311
NP_001013652	NP_001079005
NP_004873	NP_080130
NP_006294	NP_001165617
XP_005247460	NP_775574
NP_001359037	NP_081718
NP_001310011	NP_034856
NP_001278147	NP_064417
XP_011542846	XP_006509548
NP_001107558	XP_006524198
NP_065093	NP_001161969
NP_835462	NP_667244
NP_001158195	NP_001074680
XP_005272132	NP_001349622
XP_011532415	NP_079965
NP_005973	NP_033215
NP_005035	NP_058675
XP_011534540	NP_081670
NP_001380286	NP_083832
NP_001375241	XP_036021993
NP_055819	NP_001074657
NP_000667	NP_031439
NP_078895	XP_006533337
XP_011518757	XP_036009154
NP_060245	NP_082636
XP_011512974	NP_001157589
NP_061945	NP_659087
NP_001004492	NP_001011789
NP_006736	NP_079712
NP_710156	NP_082822
XP_011529209	NP_001289425
NP_001001965	NP_666819
NP_612431	NP_001094076
NP_775487	NP_997652
XP_024303592	XP_006525618
NP_115664	NP_081502
NP_006559	NP_081108
NP_079503	XP_017174674
NP_008932	NP_001001321
NP_038463	NP_038861
NP_001342148	NP_666398
NP_001287767	XP_006501437
XP_016884283	NP_694782
XP_016869438	NP_080343
NP_001025036	NP_001005232
NP_689627	NP_067535
NP_062551	XP_017175228
NP_001207422	NP_001013031
NP_001624	NP_031469
NP_075066	NP_001074679
XP_005270468	NP_001072114
XP_011531926	XP_006506507
NP_001004059	NP_001011517
NP_219479	NP_001139441
NP_085154	XP_011244772
NP_079178	XP_006521522
XP_011543306	NP_705755
XP_016882612	XP_017167796
NP_001263193	XP_006499158
NP_006451	NP_620092
NP_001124384	NP_080750
XP_016874858	NP_067414
NP_001005281	NP_001343339
NP_060054	NP_064361
NP_001073007	NP_001258659
NP_005831	XP_036018104
NP_005020	XP_006526827
NP_620775	XP_006535280
XP_006712039	NP_032063
NP_066305	XP_036012630
NP_001004137	NP_666437
